epoch,train_loss,train_acc,val_loss,val_acc
1,0.5837424397468567,0.7914218306541443,0.4686446785926819,0.8678460121154785
2,0.1952526718378067,0.9277320504188538,0.27416908740997314,0.9063475728034973
3,0.15583093464374542,0.9438895583152771,0.17328579723834991,0.9313215613365173
4,0.11804705858230591,0.9550528526306152,0.14379188418388367,0.9458897113800049
5,0.11021268367767334,0.9553466439247131,0.13796192407608032,0.9510926008224487
6,0.10156545042991638,0.9615158438682556,0.17673538625240326,0.9365244507789612
7,0.08676744252443314,0.9670975208282471,0.16707606613636017,0.9448491334915161
8,0.08215257525444031,0.9685664176940918,0.1980171501636505,0.9406867623329163
9,0.08106350153684616,0.966803789138794,0.14439751207828522,0.95005202293396
10,0.08339621126651764,0.967978835105896,0.19494925439357758,0.941727340221405
11,0.08439513295888901,0.967391312122345,0.18689721822738647,0.9458897113800049
12,0.07526343315839767,0.9694477319717407,0.2172156721353531,0.9510926008224487
13,0.06686954200267792,0.9747356176376343,0.17110687494277954,0.9458897113800049
14,0.07071003317832947,0.9729729890823364,0.16954010725021362,0.9510926008224487
15,0.06238184869289398,0.9723854064941406,0.23945178091526031,0.9313215613365173
